 Family.ID Individual.ID Paternal.ID Maternal.ID Gender Phenotype Population Relationship Siblings Second.Order Third.Order Other.Comments Population_broad
23 BB09 HG01914 0 0 1 0 ACB father 0 0 0 0 African
24 BB09 HG01915 0 0 2 0 ACB mother 0 0 0 0 African
2647 PEL006 HG01917 0 0 1 0 PEL father 0 0 0 0 Hispanic
2648 PEL006 HG01918 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2653 PEL009 HG01920 0 0 1 0 PEL father 0 0 0 0 Hispanic
2654 PEL009 HG01921 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2656 PEL010 HG01923 0 0 1 0 PEL father 0 0 0 0 Hispanic
2657 PEL010 HG01924 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2659 PEL011 HG01926 0 0 1 0 PEL father 0 0 0 0 Hispanic
2660 PEL011 HG01927 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2662 PEL013 HG01932 0 0 1 0 PEL father 0 0 0 0 Hispanic
2663 PEL013 HG01933 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2665 PEL014 HG01935 0 0 1 0 PEL father 0 0 0 0 Hispanic
2666 PEL014 HG01936 0 0 2 0 PEL mother 0 HG01983 0 0 Hispanic
2668 PEL015 HG01938 0 0 1 0 PEL father 0 0 0 0 Hispanic
2669 PEL015 HG01939 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2671 PEL016 HG01941 0 0 1 0 PEL father 0 0 0 0 Hispanic
2672 PEL016 HG01942 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2674 PEL017 HG01944 0 0 1 0 PEL father 0 0 0 0 Hispanic
2675 PEL017 HG01945 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2677 PEL018 HG01947 0 0 1 0 PEL father 0 0 0 0 Hispanic
2678 PEL018 HG01948 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2680 PEL019 HG01950 0 0 1 0 PEL father 0 0 0 0 Hispanic
2681 PEL019 HG01951 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2683 PEL020 HG01953 0 0 1 0 PEL father 0 0 0 0 Hispanic
2684 PEL020 HG01954 0 0 2 0 PEL mother 0 0 0 0 Hispanic
9 BB03 HG01956 0 0 2 0 ACB mother 0 0 0 0 African
26 BB10 HG01958 0 0 2 0 ACB mother 0 0 0 0 African
2692 PEL21 HG01961 0 0 1 0 PEL father 0 0 0 0 Hispanic
2693 PEL22 HG01965 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2686 PEL023 HG01967 0 0 1 0 PEL father 0 0 0 0 Hispanic
2687 PEL023 HG01968 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2689 PEL024 HG01970 0 0 1 0 PEL father 0 0 0 0 Hispanic
2690 PEL024 HG01971 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2694 PEL25 HG01973 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2695 PEL25 HG01974 0 0 1 0 PEL father 0 0 0 0 Hispanic
2697 PEL26 HG01976 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2698 PEL26 HG01977 0 0 1 0 PEL father 0 0 0 0 Hispanic
2700 PEL27 HG01979 0 0 1 0 PEL father 0 0 0 0 Hispanic
2701 PEL27 HG01980 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2703 PEL28 HG01982 0 0 1 0 PEL father 0 0 0 0 Hispanic
22 BB08 HG01985 0 0 2 0 ACB unrel 0 0 0 0 African
28 BB10 HG01986 0 0 1 0 ACB father 0 0 0 0 African
30 BB11 HG01988 0 0 1 0 ACB father 0 0 0 0 African
31 BB11 HG01989 0 0 2 0 ACB mother 0 0 0 0 African
33 BB12 HG01990 0 0 1 0 ACB father 0 0 0 0 African
2706 PEL29 HG01991 0 0 1 0 PEL father 0 0 0 0 Hispanic
2707 PEL29 HG01992 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2710 PEL31 HG01997 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2713 PEL33 HG02002 0 0 1 0 PEL father 0 0 0 0 Hispanic
2714 PEL33 HG02003 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2716 PEL34 HG02006 0 0 2 0 PEL child 0 0 0 0 Hispanic
2712 PEL31 HG02008 0 0 1 0 PEL father 0 0 0 0 Hispanic
35 BB13 HG02009 0 0 1 0 ACB father 0 0 0 0 African
36 BB13 HG02010 0 0 2 0 ACB mother 0 0 0 0 African
34 BB12 HG02012 0 0 2 0 ACB mother 0 0 0 0 African
21 BB07 HG02013 0 0 1 0 ACB father 0 0 0 0 African
12 BB04 HG02014 0 0 1 0 ACB father 0 0 0 0 African
2204 VN046 HG02016 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2205 VN046 HG02017 0 0 1 0 KHV father 0 0 0 0 East-Asian
2207 VN047 HG02019 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2208 VN047 HG02020 0 0 1 0 KHV father 0 0 0 0 East-Asian
2210 VN048 HG02023 0 0 1 0 KHV father 0 0 0 0 East-Asian
2212 VN049 HG02025 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2213 VN049 HG02026 0 0 1 0 KHV father 0 0 0 "Sequenced Trio" East-Asian
2215 VN050 HG02028 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2216 VN050 HG02029 0 0 1 0 KHV father 0 0 0 0 East-Asian
2218 VN051 HG02031 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2219 VN051 HG02032 0 0 1 0 KHV father 0 0 0 0 East-Asian
2220 VN052 HG02035 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2221 VN054 HG02040 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2223 VN056 HG02047 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2224 VN057 HG02048 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2225 VN058 HG02049 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2226 VN059 HG02050 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
38 BB14 HG02051 0 0 1 0 ACB unrel 0 0 0 0 African
39 BB14 HG02052 0 0 2 0 ACB unrel 0 0 0 0 African
40 BB15 HG02053 0 0 1 0 ACB father 0 0 0 0 African
41 BB15 HG02054 0 0 2 0 ACB mother 0 0 0 0 African
2228 VN060 HG02057 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2229 VN060 HG02058 0 0 1 0 KHV father 0 0 0 0 East-Asian
2231 VN061 HG02060 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2232 VN061 HG02061 0 0 1 0 KHV father 0 0 0 0 East-Asian
2233 VN062 HG02064 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2234 VN063 HG02067 0 0 1 0 KHV unrel HG02046 0 0 0 East-Asian
2236 VN064 HG02069 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2237 VN064 HG02070 0 0 1 0 KHV father 0 0 0 0 East-Asian
2239 VN065 HG02072 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2240 VN065 HG02073 0 0 1 0 KHV father 0 0 0 0 East-Asian
2242 VN066 HG02075 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2243 VN066 HG02076 0 0 1 0 KHV father 0 0 0 0 East-Asian
2245 VN067 HG02078 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2246 VN067 HG02079 0 0 1 0 KHV father 0 0 0 0 East-Asian
2248 VN068 HG02081 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2249 VN068 HG02082 0 0 1 0 KHV father 0 0 0 0 East-Asian
2251 VN069 HG02084 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2252 VN069 HG02085 0 0 1 0 KHV father 0 0 0 0 East-Asian
2253 VN070 HG02086 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2254 VN071 HG02087 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2255 VN072 HG02088 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2717 PEL35 HG02089 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2718 PEL35 HG02090 0 0 1 0 PEL father 0 0 0 0 Hispanic
43 BB16 HG02095 0 0 2 0 ACB unrel 0 0 0 0 African
2720 PEL37 HG02102 0 0 2 0 PEL child 0 0 0 0 Hispanic
2721 PEL38 HG02104 0 0 1 0 PEL father 0 0 0 0 Hispanic
2722 PEL38 HG02105 0 0 2 0 PEL mother 0 0 0 0 Hispanic
45 BB18 HG02107 0 0 1 0 ACB unrel 0 0 0 0 African
46 BB18 HG02108 0 0 2 0 ACB unrel 0 0 0 0 African
47 BB19 HG02111 0 0 2 0 ACB unrel 0 0 0 0 African
2256 VN073 HG02113 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2257 VN074 HG02116 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2259 VN076 HG02121 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2260 VN076 HG02122 0 0 1 0 KHV father 0 0 0 0 East-Asian
2262 VN078 HG02127 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2263 VN078 HG02128 0 0 1 0 KHV father 0 0 0 0 East-Asian
2265 VN079 HG02130 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2266 VN079 HG02131 0 0 1 0 KHV father 0 0 0 0 East-Asian
2268 VN080 HG02133 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2269 VN080 HG02134 0 0 1 0 KHV father 0 0 0 0 East-Asian
2271 VN081 HG02136 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2272 VN081 HG02137 0 0 1 0 KHV father 0 0 0 0 East-Asian
2273 VN082 HG02138 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2274 VN083 HG02139 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2275 VN084 HG02140 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
2276 VN085 HG02141 0 0 1 0 KHV unrel 0 0 0 0 East-Asian
2277 VN086 HG02142 0 0 2 0 KHV unrel 0 0 0 0 East-Asian
48 BB20 HG02143 0 0 1 0 ACB father 0 0 0 0 African
49 BB20 HG02144 0 0 2 0 ACB mother 0 0 0 0 African
2724 PEL39 HG02146 0 0 1 0 PEL father 0 0 0 0 Hispanic
2725 PEL39 HG02147 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2727 PEL40 HG02150 0 0 1 0 PEL child 0 0 0 0 Hispanic
421 HG02151 HG02151 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
422 HG02152 HG02152 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
423 HG02153 HG02153 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
424 HG02154 HG02154 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
425 HG02155 HG02155 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
426 HG02156 HG02156 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
427 HG02164 HG02164 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
428 HG02165 HG02165 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
429 HG02166 HG02166 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
435 HG02178 HG02178 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
436 HG02179 HG02179 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
437 HG02180 HG02180 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
438 HG02181 HG02181 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
439 HG02182 HG02182 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
440 HG02184 HG02184 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
441 HG02185 HG02185 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
442 HG02186 HG02186 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
443 HG02187 HG02187 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
444 HG02188 HG02188 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
446 HG02190 HG02190 0 0 2 0 CDX unrel 0 0 0 0 East-Asian
1481 HG02215 HG02215 0 0 2 0 GBR unrel 0 0 0 0 Caucasian
1921 IBS055 HG02219 0 0 1 0 IBS father 0 0 0 0 Caucasian
1922 IBS056 HG02220 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1923 IBS056 HG02221 0 0 1 0 IBS father 0 0 0 0 Caucasian
1925 IBS057 HG02223 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1926 IBS057 HG02224 0 0 1 0 IBS father 0 0 0 0 Caucasian
1929 IBS059 HG02230 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1930 IBS059 HG02231 0 0 1 0 IBS father 0 0 0 0 Caucasian
1931 IBS060 HG02232 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1932 IBS060 HG02233 0 0 1 0 IBS father 0 0 0 0 Caucasian
1934 IBS061 HG02235 0 0 2 0 IBS mother 0 0 0 0 Caucasian
1935 IBS061 HG02236 0 0 1 0 IBS father 0 0 0 0 Caucasian
1937 IBS062 HG02238 0 0 1 0 IBS father 0 0 0 0 Caucasian
1938 IBS062 HG02239 0 0 2 0 IBS mother 0 0 0 0 Caucasian
447 HG02250 HG02250 0 0 1 0 CDX unrel 0 HG02377 0 0 East-Asian
2728 PEL41 HG02252 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2729 PEL41 HG02253 0 0 1 0 PEL father 0 0 0 0 Hispanic
51 BB21 HG02255 0 0 1 0 ACB father 0 0 0 0 African
52 BB21 HG02256 0 0 2 0 ACB mother 0 0 0 0 African
2731 PEL42 HG02259 0 0 1 0 PEL father 0 0 0 0 Hispanic
2732 PEL42 HG02260 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2734 PEL43 HG02262 0 0 1 0 PEL child 0 0 0 0 Hispanic
2735 PEL44 HG02265 0 0 1 0 PEL father 0 0 0 0 Hispanic
2736 PEL44 HG02266 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2738 PEL46 HG02271 0 0 1 0 PEL father 0 0 0 0 Hispanic
2739 PEL46 HG02272 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2741 PEL47 HG02274 0 0 1 0 PEL father 0 0 0 0 Hispanic
2742 PEL47 HG02275 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2744 PEL48 HG02277 0 0 1 0 PEL father 0 0 0 0 Hispanic
2745 PEL48 HG02278 0 0 2 0 PEL mother 0 0 0 0 Hispanic
60 BB24 HG02281 0 0 1 0 ACB father 0 0 0 0 African
61 BB24 HG02282 0 0 2 0 ACB mother 0 0 0 0 African
63 BB25 HG02283 0 0 1 0 ACB unrel 0 0 0 0 African
65 BB26 HG02284 0 0 1 0 ACB unrel 0 0 0 0 African
2747 PEL49 HG02285 0 0 1 0 PEL father 0 0 0 0 Hispanic
2748 PEL49 HG02286 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2751 PEL51 HG02291 0 0 1 0 PEL father 0 0 0 0 Hispanic
2752 PEL51 HG02292 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2754 PEL52 HG02298 0 0 2 0 PEL mother HG02302 0 0 0 Hispanic
2755 PEL52 HG02299 0 0 1 0 PEL father 0 0 0 0 Hispanic
2757 PEL53 HG02301 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2760 PEL54 HG02304 0 0 1 0 PEL child 0 0 0 0 Hispanic
58 BB23 HG02307 0 0 1 0 ACB father 0 0 0 0 African
59 BB23 HG02308 0 0 2 0 ACB mother 0 0 0 0 African
64 BB25 HG02309 0 0 2 0 ACB unrel 0 0 0 0 African
2761 PEL55 HG02312 0 0 2 0 PEL child 0 0 0 0 Hispanic
55 BB22 HG02314 0 0 1 0 ACB father 0 0 0 0 African
56 BB22 HG02315 0 0 2 0 ACB mother 0 0 0 0 African
67 BB27 HG02317 0 0 1 0 ACB father 0 0 0 0 African
68 BB27 HG02318 0 0 2 0 ACB mother 0 0 0 0 African
69 BB28 HG02322 0 0 2 0 ACB unrel 0 0 0 0 African
70 BB29 HG02323 0 0 1 0 ACB unrel 0 0 0 0 African
71 BB30 HG02325 0 0 2 0 ACB unrel 0 0 0 0 African
74 BB33 HG02330 0 0 1 0 ACB unrel 0 0 0 0 African
44 BB16 HG02332 0 0 1 0 ACB unrel 0 0 0 0 African
73 BB32 HG02334 0 0 1 0 ACB unrel 0 0 0 0 African
72 BB31 HG02337 0 0 2 0 ACB unrel 0 0 0 0 African
75 BB34 HG02339 0 0 2 0 ACB unrel 0 0 0 0 African
76 BB35 HG02343 0 0 1 0 ACB unrel 0 0 0 0 African
2763 PEL56 HG02345 0 0 2 0 PEL mother 0 0 0 0 Hispanic
2765 PEL57 HG02348 0 0 2 0 PEL mother 0 0 0 0 Hispanic
448 HG02351 HG02351 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
449 HG02353 HG02353 0 0 1 0 CDX unrel 0 HG02363 0 0 East-Asian
450 HG02355 HG02355 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
451 HG02356 HG02356 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
453 HG02360 HG02360 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
455 HG02364 HG02364 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
456 HG02367 HG02367 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
382 CDX2 HG02371 0 0 1 0 CDX unrel 0 0 0 "Parent/Child directionaility is uncertain" East-Asian
457 HG02373 HG02373 0 0 1 0 CDX unrel HG02381 0 0 0 East-Asian
458 HG02374 HG02374 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
459 HG02375 HG02375 0 0 1 0 CDX unrel 0 HG02388 0 0 East-Asian
461 HG02379 HG02379 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
462 HG02380 HG02380 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
464 HG02382 HG02382 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
465 HG02383 HG02383 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
466 HG02384 HG02384 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
467 HG02385 HG02385 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
468 HG02386 HG02386 0 0 1 0 CDX unrel 0 HG02387 0 0 East-Asian
471 HG02389 HG02389 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
472 HG02390 HG02390 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
473 HG02391 HG02391 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
474 HG02392 HG02392 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
475 HG02394 HG02394 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
476 HG02395 HG02395 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
477 HG02396 HG02396 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
478 HG02397 HG02397 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
479 HG02398 HG02398 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
480 HG02399 HG02399 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
481 HG02401 HG02401 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
482 HG02402 HG02402 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
484 HG02406 HG02406 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
485 HG02407 HG02407 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
486 HG02408 HG02408 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
487 HG02409 HG02409 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
488 HG02410 HG02410 0 0 1 0 CDX unrel 0 0 0 0 East-Asian
77 BB36 HG02419 0 0 2 0 ACB unrel 0 0 0 0 African
78 BB37 HG02420 0 0 1 0 ACB father 0 0 0 0 African
2767 PEL59 HG02425 0 0 2 0 PEL mother 0 0 0 0 Hispanic
79 BB37 HG02427 0 0 2 0 ACB mother 0 0 0 0 African
81 BB39 HG02429 0 0 1 0 ACB unrel 0 0 0 0 African
83 BB41 HG02433 0 0 1 0 ACB unrel 0 0 0 0 African
84 BB42 HG02439 0 0 1 0 ACB father 0 0 0 0 African
85 BB43 HG02442 0 0 1 0 ACB unrel 0 0 0 0 African
86 BB44 HG02445 0 0 1 0 ACB unrel 0 0 0 0 African
88 BB46 HG02449 0 0 1 0 ACB father 0 0 0 0 African
89 BB46 HG02450 0 0 2 0 ACB mother 0 0 0 0 African
91 BB48 HG02455 0 0 1 0 ACB father 0 0 0 0 African
1631 GB15 HG02461 0 0 1 0 GWD father 0 0 0 0 African
1632 GB15 HG02462 0 0 2 0 GWD mother 0 0 0 0 African
1634 GB16 HG02464 0 0 1 0 GWD father 0 0 0 0 African
1635 GB16 HG02465 0 0 2 0 GWD mother 0 0 0 0 African
92 BB49 HG02470 0 0 1 0 ACB unrel 0 0 0 0 African
93 BB49 HG02471 0 0 2 0 ACB unrel 0 0 0 0 African
94 BB51 HG02476 0 0 2 0 ACB mother 0 0 0 0 African
95 BB52 HG02477 0 0 2 0 ACB mother 0 0 0 0 African
97 BB53 HG02479 0 0 2 0 ACB mother 0 0 0 0 African
99 BB54 HG02481 0 0 1 0 ACB father 0 0 0 0 African
100 BB55 HG02484 0 0 1 0 ACB father 0 0 0 0 African
101 BB55 HG02485 0 0 2 0 ACB mother 0 0 0 0 African
87 BB45 HG02489 0 0 1 0 ACB unrel 0 0 0 0 African
2775 PK06 HG02490 0 0 1 0 PJL father 0 0 0 0 South-Asian
2776 PK06 HG02491 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2778 PK07 HG02493 0 0 1 0 PJL father 0 0 0 0 South-Asian
2779 PK07 HG02494 0 0 2 0 PJL mother 0 0 0 0 South-Asian
104 BB57 HG02496 0 0 1 0 ACB unrel 0 0 0 0 African
105 BB57 HG02497 0 0 2 0 ACB unrel 0 0 0 0 African
106 BB58 HG02501 0 0 1 0 ACB father 0 0 0 0 African
107 BB58 HG02502 0 0 2 0 ACB mother 0 0 0 0 African
108 BB59 HG02505 0 0 2 0 ACB mother 0 0 0 0 African
109 BB60 HG02508 0 0 2 0 ACB unrel 0 0 0 0 African
103 BB56 HG02511 0 0 2 0 ACB unrel 0 0 0 0 African
2278 VN087 HG02512 0 0 1 0 KHV father 0 0 0 0 East-Asian
2279 VN087 HG02513 0 0 2 0 KHV mother 0 0 0 0 East-Asian
2281 VN090 HG02521 0 0 1 0 KHV father 0 0 0 0 East-Asian
2282 VN090 HG02522 0 0 2 0 KHV mother 0 0 0 0 East-Asian
110 BB61 HG02536 0 0 1 0 ACB father 0 0 0 0 African
111 BB61 HG02537 0 0 2 0 ACB mother 0 0 0 0 African
112 BB63 HG02541 0 0 1 0 ACB father 0 0 0 0 African
113 BB64 HG02545 0 0 1 0 ACB father 0 0 0 0 African
114 BB64 HG02546 0 0 2 0 ACB mother 0 0 0 0 African
116 BB65 HG02549 0 0 2 0 ACB mother 0 0 0 0 African
117 BB67 HG02554 0 0 1 0 ACB father 0 0 0 0 African
118 BB67 HG02555 0 0 2 0 ACB mother 0 0 0 0 African
119 BB68 HG02557 0 0 1 0 ACB father 0 0 0 0 African
120 BB68 HG02558 0 0 2 0 ACB mother 0 0 0 0 African
1637 GB18 HG02561 0 0 1 0 GWD father 0 0 0 0 African
1638 GB18 HG02562 0 0 2 0 GWD mother 0 0 0 0 African
1641 GB20 HG02568 0 0 2 0 GWD mother 0 0 0 0 African
1643 GB21 HG02570 0 0 1 0 GWD father 0 0 0 0 African
1644 GB21 HG02571 0 0 2 0 GWD mother 0 0 0 0 African
1646 GB22 HG02573 0 0 1 0 GWD father 0 0 0 0 African
1647 GB22 HG02574 0 0 2 0 GWD mother 0 0 0 0 African
122 BB69 HG02577 0 0 2 0 ACB mother 0 0 0 0 African
123 BB70 HG02580 0 0 2 0 ACB mother 0 0 0 0 African
1649 GB23 HG02582 0 0 1 0 GWD father 0 0 0 0 African
1650 GB23 HG02583 0 0 2 0 GWD mother 0 0 0 0 African
1652 GB24 HG02585 0 0 1 0 GWD father 0 0 0 0 African
1653 GB24 HG02586 0 0 2 0 GWD mother 0 0 0 0 African
1655 GB25 HG02588 0 0 1 0 GWD father 0 0 0 0 African
1656 GB25 HG02589 0 0 2 0 GWD mother 0 0 0 0 African
1658 GB27 HG02594 0 0 1 0 GWD father 0 0 0 0 African
1659 GB27 HG02595 0 0 2 0 GWD mother 0 0 0 0 African
2781 PK08 HG02597 0 0 1 0 PJL father 0 0 0 0 South-Asian
2783 PK09 HG02600 0 0 1 0 PJL father 0 0 0 0 South-Asian
2784 PK09 HG02601 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2786 PK10 HG02603 0 0 1 0 PJL father 0 0 0 0 South-Asian
2787 PK10 HG02604 0 0 2 0 PJL mother 0 0 0 0 South-Asian
1661 GB28 HG02610 0 0 1 0 GWD father 0 0 HG02624 0 African
1662 GB28 HG02611 0 0 2 0 GWD mother 0 0 0 0 African
1664 GB29 HG02613 0 0 1 0 GWD father 0 0 0 0 African
1665 GB29 HG02614 0 0 2 0 GWD mother 0 0 0 0 African
1667 GB31 HG02620 0 0 1 0 GWD father 0 0 0 0 African
1668 GB31 HG02621 0 0 2 0 GWD mother 0 0 0 0 African
1670 GB32 HG02623 0 0 1 0 GWD father 0 0 HG02624,HG02610,HG02666 0 African
1671 GB32 HG02624 0 0 2 0 GWD mother 0 0 0 0 African
1673 GB33 HG02628 0 0 1 0 GWD father 0 0 0 0 African
1674 GB33 HG02629 0 0 2 0 GWD mother 0 0 0 0 African
1676 GB35 HG02634 0 0 1 0 GWD father 0 0 0 0 African
1677 GB35 HG02635 0 0 2 0 GWD mother 0 0 0 0 African
1679 GB37 HG02642 0 0 1 0 GWD father 0 0 0 0 African
1680 GB37 HG02643 0 0 2 0 GWD mother 0 0 0 0 African
1682 GB38 HG02645 0 0 1 0 GWD father 0 0 0 0 African
1683 GB38 HG02646 0 0 2 0 GWD mother 0 0 0 0 African
2789 PK11 HG02648 0 0 1 0 PJL father 0 0 0 0 South-Asian
2790 PK11 HG02649 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2792 PK12 HG02651 0 0 1 0 PJL father 0 0 0 0 South-Asian
2793 PK12 HG02652 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2795 PK13 HG02654 0 0 1 0 PJL father 0 0 0 0 South-Asian
2796 PK13 HG02655 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2798 PK14 HG02657 0 0 1 0 PJL father 0 0 0 0 South-Asian
2799 PK14 HG02658 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2801 PK15 HG02660 0 0 1 0 PJL father 0 0 0 0 South-Asian
2802 PK15 HG02661 0 0 2 0 PJL mother 0 0 0 0 South-Asian
1685 GB40 HG02666 0 0 1 0 GWD father 0 0 HG02666,HG02624 0 African
1686 GB40 HG02667 0 0 2 0 GWD mother 0 0 0 0 African
1688 GB43 HG02675 0 0 1 0 GWD father 0 0 0 0 African
1689 GB43 HG02676 0 0 2 0 GWD mother 0 0 0 0 African
1691 GB44 HG02678 0 0 1 0 GWD father 0 0 0 0 African
1692 GB44 HG02679 0 0 2 0 GWD mother 0 0 0 0 African
2804 PK16 HG02681 0 0 1 0 PJL father 0 0 HG02682 0 South-Asian
2805 PK16 HG02682 0 0 2 0 PJL mother 0 0 HG02681 0 South-Asian
2807 PK17 HG02684 0 0 1 0 PJL father 0 0 0 0 South-Asian
2808 PK17 HG02685 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2810 PK18 HG02687 0 0 1 0 PJL father 0 0 HG03705 0 South-Asian
2811 PK18 HG02688 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2813 PK19 HG02690 0 0 1 0 PJL father 0 0 0 0 South-Asian
2814 PK19 HG02691 0 0 2 0 PJL mother 0 0 0 0 South-Asian
